county,precinct,office,district,candidate,party,votes,election_day,absentee,provisional,military,federal
Cumberland,MECHANICSBURG 1,U.S. Senate,,NEAL GALE,GRN,6,6,0,0,0,0
Cumberland,MECHANICSBURG 2-1,U.S. Senate,,NEAL GALE,GRN,7,7,0,0,0,0
Cumberland,MECHANICSBURG 2-2,U.S. Senate,,NEAL GALE,GRN,4,3,1,0,0,0
Cumberland,MECHANICSBURG 3,U.S. Senate,,NEAL GALE,GRN,10,10,0,0,0,0
Cumberland,MECHANICSBURG 4,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,MECHANICSBURG 5,U.S. Senate,,NEAL GALE,GRN,6,6,0,0,0,0
Cumberland,MIDDLESEX 1,U.S. Senate,,NEAL GALE,GRN,9,8,1,0,0,0
Cumberland,MIDDLESEX 2,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,MONROE 1,U.S. Senate,,NEAL GALE,GRN,13,12,1,0,0,0
Cumberland,MONROE 2,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,MT HOLLY SPRINGS,U.S. Senate,,NEAL GALE,GRN,6,6,0,0,0,0
Cumberland,NEW CUMBERLAND 1-1,U.S. Senate,,NEAL GALE,GRN,14,14,0,0,0,0
Cumberland,NEW CUMBERLAND 2-1,U.S. Senate,,NEAL GALE,GRN,12,12,0,0,0,0
Cumberland,NEW CUMBERLAND 2-2,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,NEW CUMBERLAND 2-3,U.S. Senate,,NEAL GALE,GRN,5,5,0,0,0,0
Cumberland,NEWBURG,U.S. Senate,,NEAL GALE,GRN,0,0,0,0,0,0
Cumberland,NEWVILLE NORTH,U.S. Senate,,NEAL GALE,GRN,1,1,0,0,0,0
Cumberland,NEWVILLE SOUTH,U.S. Senate,,NEAL GALE,GRN,1,1,0,0,0,0
Cumberland,NORTH MIDDLETON 1,U.S. Senate,,NEAL GALE,GRN,14,13,1,0,0,0
Cumberland,NORTH MIDDLETON 2,U.S. Senate,,NEAL GALE,GRN,11,11,0,0,0,0
Cumberland,NORTH MIDDLETON 3,U.S. Senate,,NEAL GALE,GRN,16,16,0,0,0,0
Cumberland,NORTH NEWTON,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,PENN,U.S. Senate,,NEAL GALE,GRN,9,6,3,0,0,0
Cumberland,SHIPPENSBURG EAST,U.S. Senate,,NEAL GALE,GRN,8,8,0,0,0,0
Cumberland,SHIPPENSBURG MIDDLE,U.S. Senate,,NEAL GALE,GRN,5,5,0,0,0,0
Cumberland,SHIPPENSBURG TWP,U.S. Senate,,NEAL GALE,GRN,15,15,0,0,0,0
Cumberland,SHIREMANSTOWN,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,SILVER SPRING 1,U.S. Senate,,NEAL GALE,GRN,12,11,0,0,0,1
Cumberland,SILVER SPRING 2,U.S. Senate,,NEAL GALE,GRN,5,5,0,0,0,0
Cumberland,SILVER SPRING 3,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,SILVER SPRING 4,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,SILVER SPRING 5,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,SILVER SPRING 6,U.S. Senate,,NEAL GALE,GRN,0,0,0,0,0,0
Cumberland,SILVER SPRING 7,U.S. Senate,,NEAL GALE,GRN,9,9,0,0,0,0
Cumberland,SILVER SPRING 8,U.S. Senate,,NEAL GALE,GRN,15,13,2,0,0,0
Cumberland,SILVER SPRING 9,U.S. Senate,,NEAL GALE,GRN,2,2,0,0,0,0
Cumberland,SOUTH MIDDLETON 1,U.S. Senate,,NEAL GALE,GRN,6,6,0,0,0,0
Cumberland,SOUTH MIDDLETON 2,U.S. Senate,,NEAL GALE,GRN,5,5,0,0,0,0
Cumberland,SOUTH MIDDLETON 3,U.S. Senate,,NEAL GALE,GRN,8,8,0,0,0,0
Cumberland,SOUTH MIDDLETON 4,U.S. Senate,,NEAL GALE,GRN,12,10,2,0,0,0
Cumberland,SOUTH MIDDLETON 5,U.S. Senate,,NEAL GALE,GRN,0,0,0,0,0,0
Cumberland,SOUTH MIDDLETON 6,U.S. Senate,,NEAL GALE,GRN,2,2,0,0,0,0
Cumberland,SOUTH MIDDLETON 7,U.S. Senate,,NEAL GALE,GRN,5,4,1,0,0,0
Cumberland,SOUTH MIDDLETON 8,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,SOUTH MIDDLETON 9,U.S. Senate,,NEAL GALE,GRN,2,2,0,0,0,0
Cumberland,SOUTH NEWTON,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,SOUTHAMPTON LOWER,U.S. Senate,,NEAL GALE,GRN,1,1,0,0,0,0
Cumberland,SOUTHAMPTON UPPER 1,U.S. Senate,,NEAL GALE,GRN,2,2,0,0,0,0
Cumberland,SOUTHAMPTON UPPER 2,U.S. Senate,,NEAL GALE,GRN,8,8,0,0,0,0
Cumberland,UPPER ALLEN 1,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,UPPER ALLEN 2,U.S. Senate,,NEAL GALE,GRN,5,5,0,0,0,0
Cumberland,UPPER ALLEN 3,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,UPPER ALLEN 4,U.S. Senate,,NEAL GALE,GRN,9,9,0,0,0,0
Cumberland,UPPER ALLEN 5,U.S. Senate,,NEAL GALE,GRN,7,6,1,0,0,0
Cumberland,UPPER ALLEN 6,U.S. Senate,,NEAL GALE,GRN,2,2,0,0,0,0
Cumberland,UPPER ALLEN 7,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,UPPER ALLEN 8,U.S. Senate,,NEAL GALE,GRN,2,2,0,0,0,0
Cumberland,UPPER ALLEN 9,U.S. Senate,,NEAL GALE,GRN,6,6,0,0,0,0
Cumberland,UPPER ALLEN 10,U.S. Senate,,NEAL GALE,GRN,7,7,0,0,0,0
Cumberland,UPPER FRANKFORD,U.S. Senate,,NEAL GALE,GRN,4,4,0,0,0,0
Cumberland,UPPER MIFFLIN,U.S. Senate,,NEAL GALE,GRN,1,1,0,0,0,0
Cumberland,WEST PENNSBORO LOWER,U.S. Senate,,NEAL GALE,GRN,3,3,0,0,0,0
Cumberland,WEST PENNSBORO UPPER,U.S. Senate,,NEAL GALE,GRN,10,9,1,0,0,0
Cumberland,WORMLEYSBURG 1,U.S. Senate,,NEAL GALE,GRN,9,9,0,0,0,0
Cumberland,WORMLEYSBURG 2,U.S. Senate,,NEAL GALE,GRN,7,6,1,0,0,0
Cumberland,Total,U.S. Senate,,NEAL GALE,GRN,738,706,29,0,2,1
Cumberland,CAMP HILL 1,U.S. Senate,,DALE R KERNS JR,LIB,8,8,0,0,0,0
Cumberland,CAMP HILL 2,U.S. Senate,,DALE R KERNS JR,LIB,21,20,1,0,0,0
Cumberland,CAMP HILL 3,U.S. Senate,,DALE R KERNS JR,LIB,18,17,1,0,0,0
Cumberland,CAMP HILL 4,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,CAMP HILL 5,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,CARLISLE 1-1,U.S. Senate,,DALE R KERNS JR,LIB,6,6,0,0,0,0
Cumberland,CARLISLE 1-2,U.S. Senate,,DALE R KERNS JR,LIB,3,3,0,0,0,0
Cumberland,CARLISLE 2,U.S. Senate,,DALE R KERNS JR,LIB,7,6,1,0,0,0
Cumberland,CARLISLE 3-1,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,CARLISLE 3-2,U.S. Senate,,DALE R KERNS JR,LIB,15,13,2,0,0,0
Cumberland,CARLISLE 3-3,U.S. Senate,,DALE R KERNS JR,LIB,12,11,1,0,0,0
Cumberland,CARLISLE 4-1,U.S. Senate,,DALE R KERNS JR,LIB,2,2,0,0,0,0
Cumberland,CARLISLE 4-2,U.S. Senate,,DALE R KERNS JR,LIB,25,25,0,0,0,0
Cumberland,CARLISLE 5,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,COOKE,U.S. Senate,,DALE R KERNS JR,LIB,2,2,0,0,0,0
Cumberland,DICKINSON NORTH,U.S. Senate,,DALE R KERNS JR,LIB,17,15,2,0,0,0
Cumberland,DICKINSON SOUTH,U.S. Senate,,DALE R KERNS JR,LIB,7,7,0,0,0,0
Cumberland,EAST PENNSBORO 1,U.S. Senate,,DALE R KERNS JR,LIB,12,11,1,0,0,0
Cumberland,EAST PENNSBORO 2,U.S. Senate,,DALE R KERNS JR,LIB,7,7,0,0,0,0
Cumberland,EAST PENNSBORO 3,U.S. Senate,,DALE R KERNS JR,LIB,20,20,0,0,0,0
Cumberland,EAST PENNSBORO 4,U.S. Senate,,DALE R KERNS JR,LIB,8,8,0,0,0,0
Cumberland,EAST PENNSBORO 5,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,EAST PENNSBORO 6,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,EAST PENNSBORO 7,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,EAST PENNSBORO 8,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,EAST PENNSBORO 9,U.S. Senate,,DALE R KERNS JR,LIB,17,17,0,0,0,0
Cumberland,EAST PENNSBORO 10,U.S. Senate,,DALE R KERNS JR,LIB,8,8,0,0,0,0
Cumberland,HAMPDEN 1,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,HAMPDEN 2,U.S. Senate,,DALE R KERNS JR,LIB,15,15,0,0,0,0
Cumberland,HAMPDEN 3,U.S. Senate,,DALE R KERNS JR,LIB,19,17,2,0,0,0
Cumberland,HAMPDEN 4,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,HAMPDEN 5,U.S. Senate,,DALE R KERNS JR,LIB,25,25,0,0,0,0
Cumberland,HAMPDEN 6,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,HAMPDEN 7,U.S. Senate,,DALE R KERNS JR,LIB,8,6,2,0,0,0
Cumberland,HAMPDEN 8,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,HAMPDEN 9,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,HAMPDEN 10,U.S. Senate,,DALE R KERNS JR,LIB,24,24,0,0,0,0
Cumberland,HAMPDEN 11,U.S. Senate,,DALE R KERNS JR,LIB,35,34,1,0,0,0
Cumberland,HAMPDEN 12,U.S. Senate,,DALE R KERNS JR,LIB,12,11,1,0,0,0
Cumberland,HOPEWELL,U.S. Senate,,DALE R KERNS JR,LIB,8,8,0,0,0,0
Cumberland,LEMOYNE 1,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,LEMOYNE 2,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,LEMOYNE 3,U.S. Senate,,DALE R KERNS JR,LIB,7,6,1,0,0,0
Cumberland,LEMOYNE 4,U.S. Senate,,DALE R KERNS JR,LIB,6,6,0,0,0,0
Cumberland,LOWER ALLEN 1 ANNEX,U.S. Senate,,DALE R KERNS JR,LIB,1,1,0,0,0,0
Cumberland,LOWER ALLEN 1,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,LOWER ALLEN 2,U.S. Senate,,DALE R KERNS JR,LIB,35,34,1,0,0,0
Cumberland,LOWER ALLEN 3,U.S. Senate,,DALE R KERNS JR,LIB,13,12,1,0,0,0
Cumberland,LOWER ALLEN 4,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,LOWER ALLEN 5,U.S. Senate,,DALE R KERNS JR,LIB,21,21,0,0,0,0
Cumberland,LOWER ALLEN 6,U.S. Senate,,DALE R KERNS JR,LIB,19,19,0,0,0,0
Cumberland,LOWER FRANKFORD,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,LOWER MIFFLIN,U.S. Senate,,DALE R KERNS JR,LIB,5,5,0,0,0,0
Cumberland,MECHANICSBURG 1,U.S. Senate,,DALE R KERNS JR,LIB,15,15,0,0,0,0
Cumberland,MECHANICSBURG 2-1,U.S. Senate,,DALE R KERNS JR,LIB,15,15,0,0,0,0
Cumberland,MECHANICSBURG 2-2,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,MECHANICSBURG 3,U.S. Senate,,DALE R KERNS JR,LIB,16,16,0,0,0,0
Cumberland,MECHANICSBURG 4,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,MECHANICSBURG 5,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,MIDDLESEX 1,U.S. Senate,,DALE R KERNS JR,LIB,29,26,3,0,0,0
Cumberland,MIDDLESEX 2,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,MONROE 1,U.S. Senate,,DALE R KERNS JR,LIB,12,11,0,1,0,0
Cumberland,MONROE 2,U.S. Senate,,DALE R KERNS JR,LIB,27,27,0,0,0,0
Cumberland,MT HOLLY SPRINGS,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,NEW CUMBERLAND 1-1,U.S. Senate,,DALE R KERNS JR,LIB,24,24,0,0,0,0
Cumberland,NEW CUMBERLAND 2-1,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,NEW CUMBERLAND 2-2,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,NEW CUMBERLAND 2-3,U.S. Senate,,DALE R KERNS JR,LIB,7,6,1,0,0,0
Cumberland,NEWBURG,U.S. Senate,,DALE R KERNS JR,LIB,3,3,0,0,0,0
Cumberland,NEWVILLE NORTH,U.S. Senate,,DALE R KERNS JR,LIB,3,3,0,0,0,0
Cumberland,NEWVILLE SOUTH,U.S. Senate,,DALE R KERNS JR,LIB,1,1,0,0,0,0
Cumberland,NORTH MIDDLETON 1,U.S. Senate,,DALE R KERNS JR,LIB,15,14,1,0,0,0
Cumberland,NORTH MIDDLETON 2,U.S. Senate,,DALE R KERNS JR,LIB,15,15,0,0,0,0
Cumberland,NORTH MIDDLETON 3,U.S. Senate,,DALE R KERNS JR,LIB,24,22,2,0,0,0
Cumberland,NORTH NEWTON,U.S. Senate,,DALE R KERNS JR,LIB,5,4,1,0,0,0
Cumberland,PENN,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,SHIPPENSBURG EAST,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,SHIPPENSBURG MIDDLE,U.S. Senate,,DALE R KERNS JR,LIB,14,14,0,0,0,0
Cumberland,SHIPPENSBURG TWP,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,SHIREMANSTOWN,U.S. Senate,,DALE R KERNS JR,LIB,7,7,0,0,0,0
Cumberland,SILVER SPRING 1,U.S. Senate,,DALE R KERNS JR,LIB,13,12,1,0,0,0
Cumberland,SILVER SPRING 2,U.S. Senate,,DALE R KERNS JR,LIB,11,11,0,0,0,0
Cumberland,SILVER SPRING 3,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,SILVER SPRING 4,U.S. Senate,,DALE R KERNS JR,LIB,9,7,2,0,0,0
Cumberland,SILVER SPRING 5,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,SILVER SPRING 6,U.S. Senate,,DALE R KERNS JR,LIB,5,4,1,0,0,0
Cumberland,SILVER SPRING 7,U.S. Senate,,DALE R KERNS JR,LIB,16,15,1,0,0,0
Cumberland,SILVER SPRING 8,U.S. Senate,,DALE R KERNS JR,LIB,3,3,0,0,0,0
Cumberland,SILVER SPRING 9,U.S. Senate,,DALE R KERNS JR,LIB,7,7,0,0,0,0
Cumberland,SOUTH MIDDLETON 1,U.S. Senate,,DALE R KERNS JR,LIB,16,15,1,0,0,0
Cumberland,SOUTH MIDDLETON 2,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,SOUTH MIDDLETON 3,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,SOUTH MIDDLETON 4,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,SOUTH MIDDLETON 5,U.S. Senate,,DALE R KERNS JR,LIB,5,5,0,0,0,0
Cumberland,SOUTH MIDDLETON 6,U.S. Senate,,DALE R KERNS JR,LIB,7,7,0,0,0,0
Cumberland,SOUTH MIDDLETON 7,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,SOUTH MIDDLETON 8,U.S. Senate,,DALE R KERNS JR,LIB,9,8,1,0,0,0
Cumberland,SOUTH MIDDLETON 9,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,SOUTH NEWTON,U.S. Senate,,DALE R KERNS JR,LIB,6,6,0,0,0,0
Cumberland,SOUTHAMPTON LOWER,U.S. Senate,,DALE R KERNS JR,LIB,4,4,0,0,0,0
Cumberland,SOUTHAMPTON UPPER 1,U.S. Senate,,DALE R KERNS JR,LIB,5,5,0,0,0,0
Cumberland,SOUTHAMPTON UPPER 2,U.S. Senate,,DALE R KERNS JR,LIB,9,9,0,0,0,0
Cumberland,UPPER ALLEN 1,U.S. Senate,,DALE R KERNS JR,LIB,14,13,1,0,0,0
Cumberland,UPPER ALLEN 2,U.S. Senate,,DALE R KERNS JR,LIB,15,15,0,0,0,0
Cumberland,UPPER ALLEN 3,U.S. Senate,,DALE R KERNS JR,LIB,10,10,0,0,0,0
Cumberland,UPPER ALLEN 4,U.S. Senate,,DALE R KERNS JR,LIB,19,17,0,0,2,0
Cumberland,UPPER ALLEN 5,U.S. Senate,,DALE R KERNS JR,LIB,11,10,1,0,0,0
Cumberland,UPPER ALLEN 6,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,UPPER ALLEN 7,U.S. Senate,,DALE R KERNS JR,LIB,7,6,1,0,0,0
Cumberland,UPPER ALLEN 8,U.S. Senate,,DALE R KERNS JR,LIB,21,21,0,0,0,0
Cumberland,UPPER ALLEN 9,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,UPPER ALLEN 10,U.S. Senate,,DALE R KERNS JR,LIB,12,12,0,0,0,0
Cumberland,UPPER FRANKFORD,U.S. Senate,,DALE R KERNS JR,LIB,17,16,1,0,0,0
Cumberland,UPPER MIFFLIN,U.S. Senate,,DALE R KERNS JR,LIB,2,2,0,0,0,0
Cumberland,WEST PENNSBORO LOWER,U.S. Senate,,DALE R KERNS JR,LIB,13,13,0,0,0,0
Cumberland,WEST PENNSBORO UPPER,U.S. Senate,,DALE R KERNS JR,LIB,17,17,0,0,0,0
Cumberland,WORMLEYSBURG 1,U.S. Senate,,DALE R KERNS JR,LIB,10,9,1,0,0,0
Cumberland,WORMLEYSBURG 2,U.S. Senate,,DALE R KERNS JR,LIB,10,9,0,0,1,0
Cumberland,Total,U.S. Senate,,DALE R KERNS JR,LIB,1399,1357,38,1,3,0
Cumberland,CAMP HILL 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CAMP HILL 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CAMP HILL 3,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,CAMP HILL 4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CAMP HILL 5,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 1-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 1-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 3-1,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,CARLISLE 3-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 3-3,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,CARLISLE 4-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 4-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,CARLISLE 5,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,COOKE,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,DICKINSON NORTH,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,DICKINSON SOUTH,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,EAST PENNSBORO 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,EAST PENNSBORO 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,EAST PENNSBORO 3,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,EAST PENNSBORO 4,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,EAST PENNSBORO 5,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,EAST PENNSBORO 6,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,EAST PENNSBORO 7,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Cumberland,EAST PENNSBORO 8,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,EAST PENNSBORO 9,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,EAST PENNSBORO 10,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HAMPDEN 1,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,HAMPDEN 2,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,HAMPDEN 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HAMPDEN 4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HAMPDEN 5,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,HAMPDEN 6,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,HAMPDEN 7,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,HAMPDEN 8,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HAMPDEN 9,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HAMPDEN 10,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,HAMPDEN 11,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HAMPDEN 12,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,HOPEWELL,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LEMOYNE 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LEMOYNE 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LEMOYNE 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LEMOYNE 4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER ALLEN 1 ANNEX,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER ALLEN 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER ALLEN 2,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,LOWER ALLEN 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER ALLEN 4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER ALLEN 5,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,LOWER ALLEN 6,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER FRANKFORD,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,LOWER MIFFLIN,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MECHANICSBURG 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MECHANICSBURG 2-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MECHANICSBURG 2-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MECHANICSBURG 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MECHANICSBURG 4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MECHANICSBURG 5,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MIDDLESEX 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MIDDLESEX 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MONROE 1,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,MONROE 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,MT HOLLY SPRINGS,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,NEW CUMBERLAND 1-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NEW CUMBERLAND 2-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NEW CUMBERLAND 2-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NEW CUMBERLAND 2-3,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,NEWBURG,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NEWVILLE NORTH,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NEWVILLE SOUTH,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NORTH MIDDLETON 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NORTH MIDDLETON 2,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,NORTH MIDDLETON 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,NORTH NEWTON,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,PENN,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,SHIPPENSBURG EAST,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,SHIPPENSBURG MIDDLE,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SHIPPENSBURG TWP,U.S. Senate,,Write-ins,,2,1,1,0,0,0
Cumberland,SHIREMANSTOWN,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SILVER SPRING 1,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,SILVER SPRING 2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SILVER SPRING 3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SILVER SPRING 4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SILVER SPRING 5,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Cumberland,SILVER SPRING 6,U.S. Senate,,Write-ins,,2,2,0,0,0,0
Cumberland,SILVER SPRING 7,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SILVER SPRING 8,U.S. Senate,,Write-ins,,1,1,0,0,0,0
Cumberland,SILVER SPRING 9,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Cumberland,SOUTH MIDDLETON 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
